idade_usuario,salario_usuario,moradia_usuario,tempo_trabalho_usuario,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_emprestimo,status_emprestimo,renda_percentual_emprestimo,status_inadimplencia,tempo_credito
27,69000,Hipotecada,3,Educacao,B,4000,11.49,1,0.06,N,8
28,33996,Hipotecada,5,Pessoal,A,12000,NULL,1,0.35,N,8
24,50004,Alugada,9,Empreendimento,C,5000,NULL,0,0.1,N,4
25,31417,Hipotecada,4,Educacao,B,7000,10.36,1,0.22,N,3
28,60000,Alugada,5,"Melhoria do lar",A,7200,5.42,0,0.12,N,7
22,60000,Alugada,6,Medico,B,3200,11.71,0,0.05,N,2
22,24000,Hipotecada,4,Empreendimento,A,1300,5.42,0,0.05,N,3
29,52000,Alugada,3,"Pagamento de Débitos",C,10800,14.27,0,0.21,N,5
22,51420,Alugada,6,Pessoal,C,8400,11.97,0,0.16,Y,3
22,42000,Propria,6,Empreendimento,A,4800,NULL,0,0.11,N,3
49,75000,Hipotecada,21,"Pagamento de Débitos",D,15600,17.27,1,0.21,N,11
22,53124,Hipotecada,4,Educacao,C,6500,13.61,0,0.12,N,3
25,113000,Hipotecada,4,"Pagamento de Débitos",D,5000,14.54,1,0.04,Y,2
28,91000,Hipotecada,6,Pessoal,B,15000,9.88,0,0.16,N,9
22,55000,Alugada,6,"Pagamento de Débitos",A,6000,6.99,0,0.11,N,3
24,80000,Alugada,0,Educacao,C,10000,NULL,0,0.13,Y,4
45,89000,Alugada,5,Pessoal,B,19200,NULL,0,0.22,N,12
25,33000,Alugada,1,Medico,B,14125,9.91,1,0.43,N,3
26,62100,Hipotecada,2,Educacao,B,9600,11.71,0,0.15,N,4
27,33200,Alugada,0,Medico,B,10000,11.71,0,0.3,N,5
24,31200,Alugada,7,Pessoal,B,9000,10.38,0,0.29,N,4
21,27996,Alugada,2,Empreendimento,B,14075,NULL,1,0.5,N,2
25,84000,Alugada,5,"Melhoria do lar",C,10000,13.49,0,0.12,N,2
31,81000,Alugada,1,Pessoal,D,15000,14.42,1,0.19,N,6
24,130000,Hipotecada,4,"Melhoria do lar",B,25000,10.74,0,0.19,N,3
23,33012,Propria,2,Educacao,B,12200,10.99,0,0.37,N,4
28,80000,Hipotecada,12,Empreendimento,A,2500,NULL,0,0.03,N,7
23,96000,Hipotecada,4,Educacao,B,20000,10.99,0,0.21,N,3
32,43000,Alugada,2,Medico,B,6950,9.91,0,0.16,N,9
25,62000,Alugada,3,Empreendimento,A,17000,5.99,0,0.27,N,3
24,34132,Alugada,0,Educacao,B,12000,10.62,1,0.35,N,3
22,57400,Hipotecada,0,Educacao,A,10500,7.75,0,0.18,N,3
21,29004,Alugada,5,Medico,C,11000,14.22,1,0.38,N,2
34,42000,Hipotecada,18,Medico,A,2000,5.79,0,0.05,N,7
51,94368,Hipotecada,4,Pessoal,A,5000,NULL,0,0.05,N,30
22,26400,Alugada,0,Empreendimento,C,10000,13.49,1,0.38,N,3
21,75000,Alugada,5,Pessoal,C,12000,12.09,0,0.16,Y,2
28,100000,Hipotecada,3,Medico,C,8000,13.98,0,0.08,Y,6
27,78262,Alugada,4,"Melhoria do lar",B,11525,NULL,0,0.15,N,8
22,24000,Alugada,6,Educacao,A,4800,7.49,0,0.2,N,2
31,13000,Alugada,0,Empreendimento,C,8000,12.84,1,0.62,N,10
21,25000,Alugada,1,Pessoal,A,10000,NULL,1,0.4,N,4
23,42000,Alugada,1,Medico,A,4100,7.88,0,0.1,N,2
23,62500,Alugada,1,Educacao,B,24250,10.62,1,0.39,N,4
22,55000,Hipotecada,6,Medico,A,9500,7.49,0,0.17,N,3
26,62400,Hipotecada,10,"Pagamento de Débitos",A,11000,NULL,0,0.18,N,3
34,65200,Hipotecada,13,Empreendimento,A,8000,6.92,0,0.12,N,7
33,175000,Hipotecada,4,"Pagamento de Débitos",B,25000,10.75,0,0.14,N,9
29,92000,Hipotecada,8,"Melhoria do lar",A,12000,6.62,0,0.13,N,6
29,40000,Hipotecada,8,Educacao,A,8000,8.59,0,0.2,N,10
28,94773,Alugada,3,"Melhoria do lar",B,6000,11.83,0,0.06,N,10
28,280000,Hipotecada,3,"Melhoria do lar",B,20000,11.36,0,0.07,N,5
31,75797,Alugada,8,Medico,C,5600,13.22,0,0.07,Y,8
22,67807,Hipotecada,6,Empreendimento,A,6400,7.14,0,0.09,N,3
21,20000,Alugada,2,Empreendimento,A,9500,8.9,1,0.47,N,4
23,87200,Hipotecada,0,Empreendimento,A,10000,6.92,0,0.11,N,3
34,72960,Hipotecada,1,Medico,B,11000,12.21,0,0.15,N,8
23,40000,Hipotecada,2,Medico,B,7000,8.88,0,0.17,N,3
26,26000,Hipotecada,7,"Melhoria do lar",B,7000,10.99,0,0.27,N,4
25,45996,Propria,0,"Melhoria do lar",A,3850,NULL,0,0.08,N,2
31,20500,Hipotecada,4,"Pagamento de Débitos",A,1000,6.76,0,0.05,N,5
22,30000,Alugada,3,Educacao,D,6200,NULL,0,0.21,Y,3
23,60000,Hipotecada,3,Pessoal,A,13000,7.88,0,0.22,N,4
32,64000,Hipotecada,3,"Melhoria do lar",A,13000,7.88,0,0.2,N,7
28,30784,Alugada,0,Pessoal,A,6000,9.32,0,0.19,N,8
28,26000,Alugada,7,Empreendimento,B,8000,11.36,1,0.31,N,5
34,130000,Alugada,2,Empreendimento,B,8000,10.99,0,0.06,N,10
25,55000,Alugada,0,Medico,A,3000,6.39,0,0.05,N,4
22,37008,Alugada,2,Educacao,B,3600,12.42,0,0.1,N,4
22,17004,Alugada,5,"Pagamento de Débitos",A,3250,6.91,1,0.19,N,2
38,60000,Hipotecada,NULL,"Pagamento de Débitos",A,12000,7.66,0,0.2,N,15
26,44000,Alugada,10,Pessoal,C,8000,13.8,0,0.18,N,3
24,42000,Hipotecada,5,Educacao,A,4900,6.03,0,0.12,N,4
23,96000,Hipotecada,5,Pessoal,A,1500,6.62,0,0.02,N,3
28,NULL,Hipotecada,3,Pessoal,A,8400,NULL,0,0.12,N,3
24,25200,Alugada,8,"Pagamento de Débitos",D,2000,14.96,1,0.08,Y,4
23,45000,Alugada,2,Pessoal,A,12000,5.79,0,0.27,N,3
36,70000,Hipotecada,6,"Pagamento de Débitos",,30000,14.27,0,0.5,N,4
29,150000,Hipotecada,9,"Melhoria do lar",B,12000,10.62,0,0.08,N,9
21,20004,Alugada,2,Educacao,B,3000,10.37,0,0.15,N,3
21,99996,Alugada,5,Empreendimento,A,8000,7.14,0,0.08,N,4
26,59000,Alugada,2,Empreendimento,E,18000,16,1,0.31,N,4
24,108000,Alugada,8,"Pagamento de Débitos",B,8000,9.88,0,0.07,N,4
24,35004,Alugada,9,Pessoal,E,10400,NULL,0,0.3,N,2
25,25000,Alugada,1,"Melhoria do lar",B,8000,12.42,1,0.32,N,3
31,90000,Hipotecada,11,Medico,A,12000,6.92,0,0.13,N,6
34,94000,Hipotecada,3,Medico,A,15000,6.54,0,0.16,N,5
32,70400,Hipotecada,3,Pessoal,A,13000,7.88,0,0.18,N,9
24,60000,Hipotecada,7,Empreendimento,B,15850,11.11,0,0.26,N,3
25,30000,Hipotecada,6,Pessoal,A,4000,7.14,0,0.13,N,2
22,29124,Hipotecada,0,Medico,E,8875,15.68,1,0.3,Y,3
61,160000,Alugada,3,Pessoal,D,30000,NULL,0,0.19,Y,27
30,46000,Alugada,5,Medico,A,6000,6.99,0,0.13,N,5
22,37000,Alugada,4,Pessoal,B,5000,10.65,0,0.14,N,4
22,NULL,Propria,4,Educacao,B,3000,6.76,0,NULL,N,3
25,120000,Hipotecada,9,Pessoal,C,25000,13.72,0,0.21,N,3
32,60000,Hipotecada,11,Educacao,B,15000,11.86,0,0.25,N,6
23,75000,Hipotecada,4,Empreendimento,B,12000,9.91,0,0.16,N,2
31,80000,Hipotecada,6,Educacao,B,7500,12.18,0,0.09,N,7
23,69000,Alugada,0,Medico,A,1000,7.29,0,0.01,N,3
29,21000,Alugada,2,Educacao,B,9250,NULL,NULL,0.19,Y,2
31,69000,Alugada,12,"Melhoria do lar",A,16000,5.99,0,0.23,N,9
27,120000,Hipotecada,NULL,"Pagamento de Débitos",A,20000,7.51,0,0.17,N,6
26,51000,Hipotecada,3,"Pagamento de Débitos",A,12000,7.29,0,0.24,N,4
23,15600,Alugada,NULL,"Pagamento de Débitos",A,2500,7.29,1,0.16,N,3
28,110000,Hipotecada,0,Empreendimento,E,15000,16.32,0,0.14,Y,5
26,50000,Hipotecada,5,"Melhoria do lar",B,12375,10.99,0,0.25,N,3
27,32000,Alugada,11,Educacao,C,6000,14.27,0,0.19,N,8
29,35000,Alugada,1,"Pagamento de Débitos",A,10625,7.9,0,0.3,N,8
22,12996,Alugada,2,Medico,A,3500,8.59,1,0.27,N,4
24,36000,Alugada,1,Pessoal,B,8000,12.12,1,0.22,N,4
25,195054,Hipotecada,9,"Melhoria do lar",B,10000,10.59,0,0.05,N,2
24,61200,Hipotecada,9,Medico,B,13500,10.83,1,0.19,N,2
24,80000,Hipotecada,8,Educacao,A,7500,NULL,1,0.21,,7
37,42000,Hipotecada,NULL,"Pagamento de Débitos",A,3000,6.17,1,0.07,N,13
32,200000,Alugada,14,Empreendimento,B,25000,10.62,0,0.13,N,9
25,75000,Hipotecada,8,"Pagamento de Débitos",B,12000,11.49,0,0.16,N,3
27,24000,Alugada,0,Empreendimento,B,2800,10.95,0,0.12,N,10
23,42000,Hipotecada,7,Empreendimento,A,8000,5.42,0,0.19,N,3
28,18000,Propria,2,Medico,C,6350,13.57,1,0.35,N,5
28,60000,Alugada,4,"Melhoria do lar",A,10000,6.54,0,0.17,N,9
36,35000,Propria,1,Empreendimento,B,6000,11.49,0,0.17,N,13
22,50000,Alugada,4,Medico,A,12500,7.29,0,0.25,N,2
32,20000,Alugada,3,"Pagamento de Débitos",B,4750,10.37,0,0.24,N,8
26,38000,Hipotecada,1,"Melhoria do lar",A,4000,NULL,0,0.11,N,3
28,90080,Hipotecada,9,"Melhoria do lar",A,5500,7.49,0,0.06,N,6
23,48500,Hipotecada,1,Empreendimento,C,6500,NULL,0,0.13,N,4
30,54000,Hipotecada,3,Educacao,C,5000,12.61,1,0.09,Y,10
25,125000,Hipotecada,6,Medico,A,8000,9.63,0,0.06,N,2
24,36000,Hipotecada,NULL,"Melhoria do lar",A,14775,6.62,0,0.41,N,4
35,165996,Alugada,1,"Pagamento de Débitos",A,6000,5.42,0,0.04,N,10
24,145000,Hipotecada,0,"Melhoria do lar",B,7000,10.99,0,0.05,N,3
27,140987,Hipotecada,5,Empreendimento,A,6450,5.99,0,0.05,N,6
22,115200,Alugada,0,"Pagamento de Débitos",A,7000,7.66,0,0.06,N,2
23,44000,Hipotecada,2,Empreendimento,C,4000,15.27,0,0.09,N,2
22,41784,Hipotecada,6,"Pagamento de Débitos",A,5000,6.03,0,0.12,N,2
25,30000,Hipotecada,NULL,"Melhoria do lar",A,8000,6.92,0,0.27,N,3
23,78000,Alugada,0,"Melhoria do lar",A,5000,6.62,1,0.06,N,4
34,45204,Hipotecada,4,Pessoal,A,5000,9.63,0,0.11,N,9
23,76000,Alugada,3,Educacao,D,10000,15.37,0,0.13,N,3
25,30000,Alugada,4,Medico,C,1400,13.11,0,0.05,N,2
40,114054,Hipotecada,3,"Pagamento de Débitos",A,35000,8.9,0,0.31,N,14
29,59000,Alugada,3,"Melhoria do lar",B,7500,9.99,1,0.13,N,8
33,102000,Hipotecada,17,Empreendimento,E,35000,NULL,0,0.34,Y,8
36,62000,Hipotecada,15,"Pagamento de Débitos",A,7500,8.59,0,0.12,N,14
25,32000,Alugada,1,Medico,E,2500,16.45,1,0.08,N,3
24,74000,Alugada,0,"Melhoria do lar",B,20000,12.69,0,0.27,N,3
27,35000,Hipotecada,3,Medico,E,6000,16.69,1,0.17,N,8
26,23484,Alugada,NULL,Empreendimento,A,5000,7.49,0,0.21,N,2
38,61000,Alugada,0,Educacao,B,NULL,12.53,NULL,0.27,N,5
25,70000,Hipotecada,0,"Pagamento de Débitos",B,8000,11.12,0,0.11,N,3
36,44004,Hipotecada,1,Medico,B,1800,10,1,0.04,N,13
29,40000,Alugada,0,Empreendimento,C,9250,14.65,0,0.23,N,7
21,43000,Alugada,5,Educacao,C,6500,12.73,0,0.15,N,3
25,74000,Hipotecada,1,Educacao,A,10000,NULL,0,0.14,N,3
31,76000,Hipotecada,9,Educacao,C,12000,15.96,1,0.16,N,5
31,106000,Hipotecada,15,"Pagamento de Débitos",B,2400,9.63,0,0.02,N,5
25,49200,Hipotecada,6,Medico,A,5600,7.49,0,0.11,N,2
35,415000,Hipotecada,2,"Melhoria do lar",E,15500,16.45,0,0.04,Y,10
31,76500,Alugada,1,Educacao,B,14000,11.49,0,0.18,N,10
27,38004,Hipotecada,11,"Pagamento de Débitos",C,6500,13.79,0,0.17,Y,8
21,46800,Alugada,3,Pessoal,D,12000,15.21,0,0.26,Y,3
23,42000,Propria,5,Empreendimento,A,6500,6.03,0,0.15,N,2
39,23000,Propria,6,Medico,A,6400,8.9,0,0.28,N,14
25,37596,Hipotecada,3,Pessoal,B,12000,11.99,0,0.32,N,4
30,25000,Alugada,NULL,Pessoal,B,3500,11.11,0,0.14,N,5
32,190000,Alugada,8,Educacao,A,15000,9.63,0,0.08,N,7
25,43200,Propria,9,Empreendimento,B,13800,11.48,0,0.32,N,2
23,50000,Hipotecada,7,"Pagamento de Débitos",F,13750,18.43,1,0.28,N,3
37,50000,Alugada,1,Empreendimento,B,3000,11.58,0,0.06,N,14
35,30000,Alugada,0,"Pagamento de Débitos",G,8000,20.52,1,0.27,N,7
27,72900,Hipotecada,3,Pessoal,D,10000,15.7,0,0.14,Y,9
26,43000,Alugada,1,Medico,C,8000,12.87,0,0.19,Y,3
22,75000,Hipotecada,6,Empreendimento,D,25000,15.57,1,0.33,Y,4
36,48686,Alugada,21,Empreendimento,D,12000,13.99,0,0.25,N,11
28,52000,Alugada,2,Pessoal,B,10000,12.69,0,0.19,N,7
24,32000,Hipotecada,6,Educacao,A,12250,8.94,0,0.38,N,4
22,39000,Propria,0,Educacao,F,25000,16.08,1,0.64,N,3
27,30000,Propria,6,Educacao,D,1800,14.84,0,0.06,Y,5
23,55000,Hipotecada,4,Empreendimento,A,8000,7.49,0,0.15,N,2
34,28800,Alugada,0,Educacao,B,7200,11.99,1,0.25,N,10
33,78000,Hipotecada,3,Medico,B,20000,12.18,0,0.26,N,8
26,125000,Alugada,3,Medico,A,12000,6.99,0,0.1,N,4
35,19200,Alugada,4,Medico,E,3000,16.4,1,0.16,Y,7
35,24000,Hipotecada,14,"Pagamento de Débitos",A,4000,7.49,0,0.17,N,7
27,119000,Hipotecada,0,Medico,B,8800,NULL,0,0.07,N,7
27,40050,Alugada,3,Medico,D,3600,14.84,0,0.09,Y,7
27,70000,Propria,0,Pessoal,C,15000,12.84,0,0.21,N,10
37,65004,Hipotecada,5,Medico,B,17000,11.26,0,0.26,N,13
25,57000,Alugada,5,Pessoal,A,6000,8,0,0.11,N,3
26,25200,Alugada,0,Empreendimento,C,1600,NULL,0,0.06,Y,2
24,NULL,Alugada,1,"Pagamento de Débitos",B,3600,NULL,1,0.2,N,3
34,72000,Alugada,6,"Pagamento de Débitos",B,20000,NULL,0,0.28,N,6
26,110400,Alugada,9,Educacao,A,13000,7.9,0,0.12,N,3
25,100000,Hipotecada,9,Pessoal,C,7000,13.98,0,0.07,N,3
34,19200,Alugada,18,Empreendimento,A,5000,6.99,1,0.26,N,7
30,30809,Alugada,1,Educacao,B,11200,11.99,1,0.36,N,7
36,54000,Alugada,2,"Melhoria do lar",A,7500,NULL,1,0.14,N,14
27,90000,Alugada,11,Pessoal,B,16000,8.88,0,0.18,N,9
25,140000,Hipotecada,3,Medico,B,8000,11.71,0,0.06,N,2
22,13200,Alugada,0,Empreendimento,B,2500,9.91,1,0.19,N,4
28,75000,Alugada,6,Educacao,A,8000,7.9,0,0.11,N,6
25,52000,Alugada,1,Educacao,B,20000,11.36,1,0.38,N,4
41,71500,Alugada,4,Educacao,A,10000,7.14,0,0.14,N,14
23,72000,Hipotecada,5,Educacao,F,19000,NULL,1,0.26,Y,2
27,70000,Alugada,9,Medico,C,3600,14.79,0,0.05,Y,10
23,40000,Alugada,0,"Pagamento de Débitos",B,2500,NULL,0,0.06,N,2
27,54000,Alugada,2,Medico,B,20000,10.99,1,0.37,N,8
23,59000,Alugada,1,Educacao,B,17500,9.25,0,0.3,N,4
23,44400,Hipotecada,3,Educacao,A,6500,7.51,0,0.15,N,4
44,27000,Alugada,5,Educacao,A,1700,6.99,0,0.06,N,15
23,24000,Alugada,0,Empreendimento,A,9250,6.54,1,0.39,N,3
24,24996,Alugada,0,Educacao,B,4000,9.45,0,0.16,N,2
22,42000,Alugada,4,"Pagamento de Débitos",C,4800,14.35,0,0.11,N,4
23,64000,Alugada,7,Educacao,A,10000,NULL,1,0.16,N,4
25,111996,Hipotecada,2,Medico,C,16000,11.78,0,0.14,Y,4
27,86000,Hipotecada,4,"Melhoria do lar",C,20000,13.43,1,0.23,N,5
26,46000,Alugada,3,Pessoal,D,8000,14.42,1,0.17,N,2
33,53796,Alugada,1,"Pagamento de Débitos",B,10500,11.14,0,0.2,N,6
26,32000,Alugada,7,"Pagamento de Débitos",B,6375,10.74,0,0.2,N,2
25,35364,Alugada,0,Educacao,A,10000,9.32,0,0.28,N,3
31,35142,Alugada,NULL,Empreendimento,B,8000,11.11,0,0.23,N,6
24,30000,Alugada,0,Educacao,C,4800,13.35,0,0.16,N,3
24,50000,Alugada,1,Medico,A,6000,5.79,0,0.12,N,4
39,57000,Hipotecada,0,"Pagamento de Débitos",A,3000,9.63,0,0.05,N,14
26,54000,Hipotecada,4,Pessoal,A,9600,6.62,0,0.18,N,3
25,24000,Alugada,3,"Pagamento de Débitos",C,6250,13.72,0,0.26,Y,3
27,45727,Hipotecada,5,Educacao,D,1000,16.29,0,0.02,Y,9
22,69000,Hipotecada,6,Medico,A,6500,5.99,0,0.09,N,2
35,84000,Hipotecada,5,"Pagamento de Débitos",C,15200,15.27,1,0.18,Y,7
41,54000,Hipotecada,6,Empreendimento,C,5000,13.23,1,0.09,N,12
23,60495,Alugada,8,Medico,A,6000,NULL,0,0.1,N,3
22,44004,Hipotecada,3,Educacao,D,9000,14.11,1,0.2,N,4
34,30000,Hipotecada,4,"Pagamento de Débitos",A,4300,7.9,0,0.14,N,5
37,51000,Alugada,11,Empreendimento,D,6400,16.89,0,0.13,Y,13
26,83300,Alugada,2,Medico,D,16500,16.77,1,0.17,N,4
26,67983,Hipotecada,7,Medico,D,15000,16.49,1,0.19,N,3
26,68000,Hipotecada,9,Educacao,C,12000,NULL,0,0.18,Y,3
25,27600,Alugada,2,Empreendimento,B,3200,12.21,0,0.12,N,2
22,31200,Alugada,7,Educacao,B,12000,10.99,1,0.38,N,2
39,75000,Alugada,0,Educacao,B,14400,12.53,0,0.19,N,11
26,91000,Alugada,6,"Pagamento de Débitos",C,10000,NULL,0,0.11,N,4
51,NULL,Hipotecada,11,Pessoal,C,25000,10.74,1,0.32,,3
23,45600,Hipotecada,NULL,Medico,B,3000,11.49,0,0.07,N,4
25,76344,Alugada,2,Educacao,A,5000,9.63,0,0.07,N,3
25,51684,Hipotecada,9,Pessoal,D,4000,15.99,0,0.08,N,4
23,26000,Alugada,0,"Pagamento de Débitos",A,3500,6.91,0,0.13,N,3
25,51000,Hipotecada,9,"Pagamento de Débitos",D,5500,16.77,1,0.11,Y,2
36,42000,Alugada,2,Empreendimento,A,7000,6.62,0,0.17,N,16
29,32000,Propria,1,"Melhoria do lar",A,2100,6.91,0,0.07,N,5
27,36000,Hipotecada,7,Pessoal,B,6000,10.25,0,0.17,N,10
30,NULL,Hipotecada,0,Pessoal,C,18000,7.88,0,NULL,N,2
25,42000,Alugada,3,Medico,D,3200,15.7,1,0.08,Y,2
35,63600,Hipotecada,5,"Pagamento de Débitos",B,4800,12.42,1,0.08,N,6
20,34800,Alugada,3,Medico,C,7000,13.61,0,0.2,Y,2
21,40000,Alugada,0,Medico,A,4200,7.51,0,0.1,N,4
44,50000,Hipotecada,8,"Pagamento de Débitos",B,6000,11.99,0,0.12,N,17
28,90000,Hipotecada,7,Pessoal,A,12000,8.32,0,0.13,N,9
25,115200,Alugada,0,"Melhoria do lar",B,NULL,12.87,NULL,0.19,Y,2
21,24000,Alugada,1,Empreendimento,B,6500,12.53,0,0.27,N,2
37,108996,Alugada,15,Educacao,C,16000,13.11,0,0.15,Y,13
41,49000,Alugada,4,"Melhoria do lar",E,25000,17.04,1,0.51,N,13
43,39996,Alugada,1,Pessoal,B,4000,10.99,0,0.1,N,11
22,25000,Alugada,1,Empreendimento,B,2050,10.59,0,0.08,N,2
31,59000,Hipotecada,2,"Pagamento de Débitos",B,13000,11.14,0,0.22,N,7
25,30000,Propria,9,Empreendimento,A,10000,NULL,0,0.33,N,2
47,48000,Alugada,14,Medico,C,2500,14.65,0,0.05,Y,17
22,31000,Alugada,6,Pessoal,A,10000,8.9,1,0.32,N,4
27,40250,Hipotecada,5,"Melhoria do lar",B,5600,NULL,0,0.14,N,7
34,135000,Hipotecada,18,Empreendimento,A,8000,9.32,0,0.06,N,5
39,24000,Propria,0,"Melhoria do lar",A,3000,7.74,0,0.13,N,11
47,50000,Hipotecada,3,Educacao,C,4000,NULL,0,0.08,Y,12
36,53000,Hipotecada,5,"Melhoria do lar",C,10000,13.98,1,0.19,N,16
NULL,74628,Hipotecada,NULL,Pessoal,C,5500,7.51,0,0.15,N,2
32,60000,Alugada,3,"Melhoria do lar",B,4000,10.99,0,0.07,N,10
25,86000,Alugada,9,Educacao,D,16000,16.29,0,0.19,Y,2
31,100000,Alugada,2,Empreendimento,A,10000,8.49,0,0.1,N,5
25,100000,Hipotecada,9,Pessoal,B,17600,10.59,0,0.18,N,3
29,86028,Hipotecada,4,"Melhoria do lar",E,25000,16.82,0,0.29,N,9
23,94965,Hipotecada,3,Educacao,C,8000,13.22,0,0.08,N,2
30,57600,Hipotecada,13,Pessoal,A,6000,NULL,0,0.1,N,10
31,146000,Hipotecada,12,Educacao,E,2500,16.7,0,0.02,N,9
28,34000,Hipotecada,12,Medico,D,3500,15.58,1,0.1,N,6
23,39200,Alugada,1,Educacao,A,2500,7.74,0,0.06,N,3
33,79440,Hipotecada,12,Medico,C,5525,13.85,0,0.07,Y,9
30,100000,Hipotecada,2,Educacao,D,10000,16.77,0,0.1,Y,10
26,60000,Hipotecada,8,"Melhoria do lar",B,12000,10.65,0,0.2,N,2
29,32800,Alugada,13,Medico,E,12000,16.45,1,0.37,N,9
24,48000,Hipotecada,1,Medico,C,3500,10.28,0,0.07,N,4
29,136000,Hipotecada,4,"Pagamento de Débitos",D,7775,14.96,1,0.06,Y,5
33,96000,Hipotecada,NULL,"Pagamento de Débitos",D,17000,10.65,1,0.42,,4
23,84000,Alugada,3,Medico,A,15850,8.49,0,0.19,N,4
30,45000,Alugada,2,Empreendimento,A,13250,7.9,0,0.29,N,10
25,80400,Alugada,2,Empreendimento,A,12500,9.38,0,0.16,N,2
41,42600,Alugada,0,Empreendimento,D,10000,15.62,1,0.23,Y,12
29,95000,Alugada,1,Pessoal,B,10000,10.38,0,0.11,N,5
30,60000,Alugada,0,"Melhoria do lar",A,8000,7.66,0,0.13,N,6
33,36500,Hipotecada,1,Empreendimento,B,10000,9.33,0,0.27,N,6
24,30000,Alugada,2,Medico,C,2400,13.72,0,0.08,Y,4
21,27700,Alugada,5,Pessoal,A,4800,6.62,0,0.17,N,4
26,75531,Alugada,3,Pessoal,D,15000,16.49,0,0.2,N,2
30,350000,Propria,3,Pessoal,A,32000,6.62,0,0.09,N,7
23,65004,Alugada,4,Educacao,D,3000,14.84,0,0.05,N,3
25,92000,Hipotecada,9,Medico,B,13000,11.26,0,0.14,N,2
23,32698,Alugada,3,,F,NULL,13.92,0,0.22,Y,9
23,78885,,NULL,Empreendimento,B,8550,14.3,1,0.12,N,16
24,66500,Hipotecada,7,Empreendimento,C,1400,12.53,0,0.02,Y,4
28,42016,Alugada,3,Medico,B,5000,10.36,0,0.12,N,5
23,137000,Hipotecada,0,Educacao,A,11400,9.63,0,0.08,N,2
31,80000,Hipotecada,7,Pessoal,B,25000,9.99,0,0.31,N,10
28,95680,Hipotecada,12,Empreendimento,A,17000,7.88,0,0.18,N,7
23,120000,Hipotecada,8,Medico,A,10000,7.88,0,0.08,N,2
24,72000,Alugada,4,Educacao,B,15000,10.99,0,0.21,N,2
31,27036,Hipotecada,2,Educacao,B,6500,11.11,0,0.24,N,7
29,44000,Alugada,2,Pessoal,D,5400,16,1,0.12,Y,8
23,75000,Hipotecada,1,,E,12500,15.33,0,NULL,Y,3
27,22708,Alugada,6,Empreendimento,D,2500,14.84,1,0.11,Y,8
22,60000,Hipotecada,6,Medico,A,17500,7.88,0,0.29,N,4
40,71599,Alugada,0,Educacao,A,6000,9.63,0,0.08,N,17
22,75000,Alugada,0,Pessoal,A,8000,5.99,0,0.11,N,2
39,182500,Alugada,2,"Pagamento de Débitos",A,12500,5.42,0,0.07,N,14
34,57912,Hipotecada,7,Empreendimento,A,5600,5.42,0,0.1,N,8
23,25000,Alugada,0,"Pagamento de Débitos",A,5000,6.91,0,0.2,N,3
27,120000,Hipotecada,3,Pessoal,B,14000,11.99,0,0.12,N,7
21,68000,Alugada,3,Pessoal,C,3000,11.78,0,0.04,N,2
50,50000,Alugada,7,"Melhoria do lar",C,7500,NULL,0,0.15,Y,16
23,37000,Alugada,7,Educacao,A,11000,6.62,0,0.3,N,3
28,200000,Hipotecada,12,Educacao,A,25000,7.9,0,0.13,N,9
22,42000,Hipotecada,5,Empreendimento,A,5000,6.99,0,0.12,N,4
25,62400,Alugada,7,Medico,B,2300,11.71,0,0.04,N,3
25,145000,Hipotecada,7,Medico,A,12000,5.79,0,0.08,N,2
25,19000,Propria,3,"Pagamento de Débitos",A,4000,7.4,1,0.21,N,3
23,15600,Alugada,3,Educacao,B,2500,10.65,1,0.16,N,2
24,35000,Propria,1,Medico,A,10000,7.9,0,0.29,N,4
25,216000,Hipotecada,2,Educacao,D,25000,16.07,0,0.12,N,3
26,29000,Alugada,11,Educacao,A,6600,NULL,0,0.23,N,3
23,37200,Hipotecada,7,"Melhoria do lar",B,7000,10.59,1,0.19,N,2
22,45012,Alugada,6,Medico,D,6500,13.99,1,0.14,N,2
30,32000,Alugada,3,"Melhoria do lar",C,8400,13.98,1,0.26,N,9
28,276000,Alugada,1,Pessoal,A,5000,6.62,0,0.02,N,10
36,53800,Hipotecada,20,"Pagamento de Débitos",D,18200,18.25,1,0.34,Y,12
30,60000,Propria,7,Empreendimento,D,6000,14.84,0,0.1,Y,6
34,NULL,Hipotecada,0,,B,3000,NULL,0,0.05,Y,2
29,70000,Hipotecada,5,"Pagamento de Débitos",B,3000,9.63,0,0.04,N,9
25,48000,Alugada,6,"Pagamento de Débitos",B,7200,11.36,0,0.15,N,3
29,71000,Hipotecada,4,Empreendimento,A,4000,7.14,0,0.06,N,5
26,54996,Alugada,8,Educacao,B,20000,12.18,1,0.36,N,4
23,45000,Alugada,2,Pessoal,B,12000,11.83,0,0.27,N,4
23,85000,Hipotecada,8,"Pagamento de Débitos",C,5000,14.35,0,0.06,Y,2
24,64000,Alugada,8,"Melhoria do lar",A,8000,7.9,0,0.13,N,2
22,39000,Alugada,0,"Melhoria do lar",B,7200,9.45,1,0.18,N,3
27,51298,Alugada,11,Empreendimento,B,1000,10.37,0,0.02,N,9
27,42000,Hipotecada,0,Pessoal,C,8000,13.61,0,0.19,Y,9
29,115000,Hipotecada,7,Educacao,D,8100,16.49,0,0.07,Y,10
24,62400,Alugada,8,Empreendimento,B,20000,11.12,1,0.32,N,2
